Customer Number_x,Account Name,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude,Exception Report
581,Rush University Medical Center,33-R-0022,Class R - Research Facility,Active,,1735 W HARRISON ST MAIL CODE 148 149,COHN RESEARCH BUILDING SUITE 206,"CHICAGO, IL 60612",Cook,581,2024,,,,,79.0,,,71.0,,,41.873868,-87.670506,False
583,Loyola University Chicago (Stritch School Of Medicine),33-R-0024,Class R - Research Facility,Active,,2160 S. FIRST AVE.,BUILDING 115 ROOM 432-8,"MAYWOOD, IL 60153",Cook,583,2024,,,85.0,,6.0,,,11.0,,,41.859505,-87.834251,False
584,Abbott Laboratories,33-R-0025,Class R - Research Facility,Active,,100 Abbott Park Road,AP08B / D-04KA,"Abbott Park, IL 60064",Lake,584,2024,,,,,10.0,,36.0,,53.0,,42.302106,-87.891569,False
585,Rosalind Franklin University of Medicine & Science,33-R-0027,Class R - Research Facility,Active,,3333 GREEN BAY ROAD,,"NORTH CHICAGO, IL 60064",Lake,585,2024,,,,,,,,30.0,,,42.300088,-87.859045,False
591,Hennepin Healthcare Research Institute,41-R-0082,Class R - Research Facility,Active,,701 PARK AVENUE P P 7 700,,"MINNEAPOLIS, MN 55404",Hennepin,591,2024,,,,,,,,148.0,,,44.972104,-93.262411,False
593,Cary Institute Of Ecosystem Studies Inc,21-R-0097,Class R - Research Facility,Active,,PO BOX AB (2801 SHARON TURNPIKE),,"MILLBROOK, NY 12545",Dutchess,593,2024,,,,,,,,,,,41.784503,-73.734144,False
596,Midwestern University,33-R-0010,Class R - Research Facility,Active,,555 31ST STREET,,"DOWNERS GROVE, IL 60515",DuPage,596,2024,,,,,,,,,30.0,,41.82759,-87.999252,False
597,Northshore University Healthsystem,33-R-0013,Class R - Research Facility,Active,,2650 Ridge Avenue,,"EVANSTON, IL 60201",Cook,597,2024,,,,,16.0,,,30.0,,,42.065485,-87.684178,False
598,Southern Illinois University,33-R-0014,Class R - Research Facility,Active,,"VIVARIUM, LIFE SCIENCE III",ROOM 1062,"CARBONDALE, IL 62901",Jackson,598,2024,62.0,,,,,,,,,,37.739004,-89.209109,False
599,University of Illinois at Chicago,33-R-0018,Class R - Research Facility,Active,,"BIO RSCS LAB, 1840 W. TAYLOR ST, M/C 533",,"CHICAGO, IL 60612",Cook,599,2024,63.0,,65.0,3.0,118.0,120.0,12.0,281.0,,,41.869908,-87.67253,True
602,Illinois State University,33-R-0003,Class R - Research Facility,Active,,3330 Research Ethics & Compliance,,"NORMAL, IL 61790",McLean,602,2024,,,,,,,,,,,40.51032,-88.99803,False
603,University Of Illinois At Urbana-Champaign,33-R-0029,Class R - Research Facility,Active,,1 OBSERVATORY BUILDING,901 S. MATHEWS,"URBANA, IL 61801",Champaign,603,2024,47.0,25.0,10.0,,74.0,,94.0,152.0,289.0,,40.108966,-88.211024,True
608,University Of Wisconsin-Whitewater,35-R-0014,Class R - Research Facility,Active,,RESEARCH AND SPONSORED PROGRAM,800 W. MAIN STREET,"WHITEWATER, WI 53190",Jefferson,608,2024,,,,,,,,,,,42.784255,-88.592559,False
611,University Of Wisconsin-La Crosse (COLLEGE OF SCIENCE & ALLIED HEALTH),35-R-0015,Class R - Research Facility,Active,,1725 STATE STREET RM 106 HLTH SCN CTR,,"LA CROSSE, WI 54601",La Crosse,611,2024,,,,,,,,,,,43.813485,-91.229993,False
612,University Of Wisconsin-Milwaukee,35-R-0017,Class R - Research Facility,Active,,2033 E Hartford Avenue,Suite 270,"MILWAUKEE, WI 53211",Milwaukee,612,2024,,,,,,,,,,,43.077005,-87.884711,False
614,UNIVERSITY OF WISCONSIN-RIVER FALLS,35-R-0010,Class R - Research Facility,Active,,410 S. 3RD ST.,,"RIVER FALLS, WI 54022",Pierce,614,2024,,,,,,,,,,,44.855212,-92.623827,False
616,University of Wisconsin Madison (RESEARCH ANIMAL RESOURCES CTR),35-R-0001,Class R - Research Facility,Active,,DIRECTOR  RESEARCH ANIMAL RESOURCES CENTER,1710 UNIVERSITY AVENUE 396 ENZYME INST,"MADISON, WI 53726",Dane,616,2024,,71.0,10.0,958.0,282.0,1354.0,22.0,357.0,91.0,,43.06956,-89.423861,True
617,Madison Area Technical College,35-R-0016,Class R - Research Facility,Active,,1701 WRIGHT STREET,,"MADISON, WI 53704",Dane,617,2024,84.0,96.0,6.0,6.0,10.0,,,,48.0,,43.121834,-89.328196,False
628,Tufts University (CUMMINGS SCHOOL OF VETERINARY MEDICINE),14-R-0065,Class R - Research Facility,Active,,"200 WESTBORO ROAD BLDG 17, LABORATORY ANIMAL MEDICINE SERVICE",,"NORTH GRAFTON, MA 01536",Worcester,628,2024,11.0,,9.0,4.0,,,171.0,70.0,69.0,,42.246498,-71.677088,False
631,VA Medical Center (607) (WM S. Middleton Memorial Hospital),35-V-0001,Class V - Veteran's Administration Hospital,Active,,RESEARCH SERVICE,2500 OVERLOOK TERRACE,"MADISON, WI 53705",Dane,631,2024,,,,,,,,,,,43.073147,-89.45681,False
633,Clement J. Zablocki VAMC,35-V-0004,Class V - Veteran's Administration Hospital,Active,,5000 W National Avenue,,"Milwaukee, WI 53295",Milwaukee,633,2024,,,,,,,,77.0,,,43.021851,-87.976863,False
634,Medical College of Wisconsin (OSCAR F PETERSON ANIMAL RESEARCH CTR),35-R-0029,Class R - Research Facility,Active,,8701 Watertown Plank Rd,8701 Watertown Plank Road,"Milwaukee, WI 53226",Waukesha,634,2024,,6.0,,,88.0,,43.0,126.0,29.0,,43.043812,-88.022,False
636,Bell Laboratories Inc,35-R-0107,Class R - Research Facility,Active,,6551 North Towne Road,,"LAKE WINDSOR, WI 53598",Dane,636,2024,,,,,,,,,,,43.204471,-89.326157,False
639,Geneva Laboratories Inc,35-R-0034,Class R - Research Facility,Active,,P.O. BOX 140,,"ELKHORN, WI 53121",Walworth,639,2024,,,969.0,,167.0,,,,,,42.671666,-88.563961,False
640,Labcorp Early Development Laboratories Inc,35-R-0030,Class R - Research Facility,Active,,3301 Kinsman Boulevard,,"Madison, WI 53704",Dane,640,2024,3518.0,,305.0,20.0,7059.0,5176.0,35.0,580.0,27.0,,43.126373,-89.334493,False
643,Marquette University,35-R-0138,Class R - Research Facility,Active,,"OFFICE OF RESEARCH COMPLIANCE, ROOM 102",P.O. BOX 1881,"MILWAUKEE, WI 53201",Milwaukee,643,2024,,,,77.0,,,,,,,43.029865,-87.905328,False
644,VA Medical Center (632),21-V-0006,Class V - Veteran's Administration Hospital,Active,,MIDDLEVILLE ROAD,,"NORTHPORT, NY 11768",Suffolk,644,2024,,,,,,,,,,,40.914289,-73.33268,False
645,National Marine Fisheries Service Aquarium,14-F-0010,Class F - Federal Research Facility,Active,,166 WATER STREET,,"WOODS HOLE, MA 02543",Barnstable,645,2024,,,,,,,,,,,41.525786,-70.674137,False
650,VA Medical Center (539),31-V-0005,Class V - Veteran's Administration Hospital,Active,,3200 VINE STREET (151),,"CINCINNATI, OH 45220",Hamilton,650,2024,,,,6.0,,,,,,,39.138201,-84.509226,False
652,Edith Nourse Rogers Memorial Veteran's Hospital,14-V-0001,Class V - Veteran's Administration Hospital,Active,,"Room B30F-2, Building 70, Research Mailstop 151",,"BEDFORD, MA 01730",Middlesex,652,2024,,,,,,,,,,,42.492285,-71.271194,False
655,VA Medical Center 561,22-V-0003,Class V - Veteran's Administration Hospital,Active,,385 TREMONT AVENUE,,"EAST ORANGE, NJ 07018",Essex,655,2024,,,,,,,,,,,40.753899,-74.233858,False
658,Dept Of Veterans Affairs Med Ctr (DEPT OF MEDICAL RESEARCH SERVICES - 151),23-V-0002,Class V - Veteran's Administration Hospital,Active,,3900  WOODLAND AVENUE,,"PHILADELPHIA, PA 19104",Philadelphia,658,2024,,,,,,,,,,,39.946801,-75.203051,False
662,VA Medical Center (528),21-V-0002,Class V - Veteran's Administration Hospital,Active,,3495 BAILEY AVENUE,,"BUFFALO, NY 14215",Erie,662,2024,,,,,,,,,,,42.951215,-78.813595,False
663,Stratton VA Medical Center (500),21-V-0008,Class V - Veteran's Administration Hospital,Active,,RESEARCH (151),113 HOLLAND AVENUE,"ALBANY, NY 12208",Albany,663,2024,,,,,,,,,,,42.669534,-73.742857,False
665,VA Medical Center (670),21-V-0007,Class V - Veteran's Administration Hospital,Active,,800 IRVING AVENUE RESEARCH 151,,"SYRACUSE, NY 13210",Onondaga,665,2024,,,,,67.0,,,,,,43.038606,-76.139007,False
668,VA Medical Center (541),31-V-0004,Class V - Veteran's Administration Hospital,Active,,10701 EAST BOULEVARD,,"CLEVELAND, OH 44106",Cuyahoga,668,2024,,,,,,,,,,,41.512866,-81.613611,False
678,VA Medical Center (646),23-V-0003,Class V - Veteran's Administration Hospital,Active,,"1ST FLOOR, BLDG 30",UNIVERSITY DRIVE C,"PITTSBURGH, PA 15240",Allegheny,678,2024,,,,,8.0,,,,,,40.438664,-80.004761,False
679,VA Medical Center (650),15-V-0001,Class V - Veteran's Administration Hospital,Active,,830 CHALKSTONE AVENUE,,"PROVIDENCE, RI 02908",Providence,679,2024,,,,,,,,,,,41.832243,-71.432222,False
680,Department Of Veteran Affairs,13-V-0001,Class V - Veteran's Administration Hospital,Active,,RESEARCH SERVICE  151,215 NORTH MAIN STREET,"WHITE RIVER JCTN, VT 05009",Windsor,680,2024,,,,,,,,,,,43.722111,-72.429618,False
681,VA Medical Center (652),52-V-0003,Class V - Veteran's Administration Hospital,Active,,1201 BROAD ROCK BOULEVARD,RESEARCH SERVICE 151,"RICHMOND, VA 23249",Richmond City,681,2024,,,,,6.0,,,52.0,,,37.497763,-77.46878,False
682,VA Medical Center (581),54-V-0002,Class V - Veteran's Administration Hospital,Active,,1540 SPRING VALLEY DRIVE,,"HUNTINGTON, WV 25704",Wayne,682,2024,,,,,,,,,,,38.376673,-82.518023,False
688,Indiana University of Pennsylvania,23-R-0173,Class R - Research Facility,Active,,212 Kopchick Hall,421 North Walk,"INDIANA, PA 15705",Indiana,688,2024,,,,,11.0,,,,,,40.640031,-79.129445,False
694,IIT Research Institute,33-R-0008,Class R - Research Facility,Active,,10 WEST 35TH STREET,,"CHICAGO, IL 60616",Cook,694,2024,356.0,,,,4.0,50.0,,18.0,,,41.831227,-87.627008,False
701,Bartons West End Farms Inc,22-R-0147,Class R - Research Facility,Active,,161 Janes Chapel Road,,"Oxford, NJ 07863",Warren,701,2024,,,,,,,,93.0,,,40.835403,-74.933281,False
707,Southern Illinois University School of Medicine,33-R-0113,Class R - Research Facility,Active,,Division Of Lab Animal Med,825 N Rutledge St P.O. Box 19611,"SPRINGFIELD, IL 62794",Sangamon,707,2024,,,,,,,,3.0,,,39.749457,-89.606017,False
709,Jesse Brown Va Medical Center (535) (RESEARCH SERVICES 151),33-V-0002,Class V - Veteran's Administration Hospital,Active,,RESEARCH SERVICES MAILSTOP 151,820 S DAMEN,"CHICAGO, IL 60612",Cook,709,2024,,,,,,,,,,,41.896355,-87.633228,False
726,Naval Medical Center,52-F-0004,Class F - Federal Research Facility,Active,,CID BLDG 274 CODE 14IV71,620 JOHN PAUL JONES CIRCLE,"PORTSMOUTH, VA 23708",Portsmouth City,726,2024,,,,,,,,65.0,,,36.84442,-76.3533,False
728,US Army Med Research Inst Of Infectious Disease,51-F-0021,Class F - Federal Research Facility,Active,,USAMRIID/OAWC 1425 Porter Street,,"FREDERICK, MD 21702",Frederick,728,2024,,,878.0,623.0,76.0,224.0,,16.0,,,39.438439,-77.423272,False
739,VA Medical Center (506),34-V-0002,Class V - Veteran's Administration Hospital,Active,,2215 FULLER ROAD,,"ANN ARBOR, MI 48105",Washtenaw,739,2024,,,,,,,,10.0,,,42.28524,-83.713913,False
742,Baltimore VA Medical Center,51-V-0010,Class V - Veteran's Administration Hospital,Active,,10 North Greene Street,,"Baltimore, MD 21201",Baltimore city,742,2024,,,,,,,,,,,39.289717,-76.623971,False
745,Thomas D Morris Inc (MEADOW CREEK FARM),51-R-0046,Class R - Research Facility,Active,,4001 MILLENDER MILL ROAD,,"REISTERSTOWN, MD 21136",Baltimore,745,2024,,,,,,,53.0,45.0,,,39.543995,-76.786892,False
749,Capralogics Inc,14-R-0156,Class R - Research Facility,Active,,PO Box 356,,"Hardwick, MA 01037",Worcester,749,2024,,,,,931.0,,4.0,,315.0,,42.347856,-72.225251,False
759,Johnson College,23-R-0067,Class R - Research Facility,Active,,3427 N MAIN AVENUE,,"SCRANTON, PA 18508",Lackawanna,759,2024,4.0,8.0,,,2.0,,,,,,41.449725,-75.640946,False
769,Ridglan Farms Inc,35-R-0004,Class R - Research Facility,Active,,PO Box 318,,"Mount Horeb, WI 53572",Dane,769,2024,757.0,,,,,,,,,,43.00861,-89.73846,False
776,University of Notre Dame,32-R-0016,Class R - Research Facility,Active,,"Notre Dame Research, 317 Main Building",,"Notre Dame, IN 46556",St. Joseph,776,2024,,,,25.0,,,,,,,41.673227,-86.238634,False
779,Purdue University (Laboratory Animal Program),32-R-0007,Class R - Research Facility,Active,,516 Northwestern Avenue,"Wang Hall, Room 4564","West Lafayette, IN 47906",Tippecanoe,779,2024,102.0,3.0,,,41.0,,101.0,238.0,88.0,,40.430112,-86.912327,False
784,Bioanalytical Systems Inc,32-R-0020,Class R - Research Facility,Active,,10424 MIDDLE MT. VERNON RD,,"MOUNT VERNON, IN 47620",Posey,784,2024,723.0,,,,,587.0,,92.0,,,37.971299,-87.727287,False
788,Indiana University Indianapolis School of Science,32-R-0015,Class R - Research Facility,Active,,"SCHOOL OF SCIENCE, 402 N BLACKFORD ST, LD222",,"INDIANAPOLIS, IN 46202",Marion,788,2024,,,,,,,,,,,39.773267,-86.170644,False
795,University Of Wisconsin-Oshkosh,35-R-0111,Class R - Research Facility,Active,,OFFICE OF SPONSORED PROGRAMS,800 ALGOMA BLVD,"OSHKOSH, WI 54901",Winnebago,795,2024,,,,,,,,,,,44.062886,-88.535694,False
798,Indiana University - Indianapolis,32-R-0025,Class R - Research Facility,Active,,"980 Indiana Ave., L V 3313",,"INDIANAPOLIS, IN 46202",Marion,798,2024,,,,,20.0,,,86.0,,,39.779767,-86.17521,False
799,Indiana University at Bloomington,32-R-0002,Class R - Research Facility,Active,,"107 S. Indiana Ave, Bryan Hall 300",,"BLOOMINGTON, IN 47405",Monroe,799,2024,,,,235.0,,,,,,,39.165898,-86.526563,True
803,Indiana University Southeast,32-R-0057,Class R - Research Facility,Cancelled,,4201 Grant Lane Road,,"New Albany, IN 47150",Floyd,803,2024,,,,,,,,,,,38.343517,-85.821979,False
810,Illinois Wesleyan University,33-R-0001,Class R - Research Facility,Active,,P O BOX 2900,,"BLOOMINGTON, IL 61702",McLean,810,2024,,,,,,,,,,,40.476771,-88.992995,False
813,North Carolina A&T State University,55-R-0022,Class R - Research Facility,Active,,LAB. ANIMAL RESOURCE UNIT,116 WEBB HALL,"GREENSBORO, NC 27411",Guilford,813,2024,,,,,,,,,,,36.080707,-80.0244,False
815,Integrated Laboratory Systems LLC (Inotiv Company),55-R-0108,Class R - Research Facility,Active,,601 Keystone Park Drive,Suite 200,"Morrisville, NC 27560",Durham,815,2024,,,,,,,,,,,35.872475,-78.855072,False
819,East Carolina University,55-R-0010,Class R - Research Facility,Active,,"DEPT OF COMPARATIVE MED, SCHOOL OF MED",212 LIFE SCIENCES BLDG,"GREENVILLE, NC 27834",Pitt,819,2024,,,,,,,,,,,35.631003,-77.381019,False
821,Greer Laboratories Inc (ALBION MEDICAL HOLDINGS INC),55-R-0013,Class R - Research Facility,Active,,639 NUWAY CIRCLE N E,P O BOX 800,"LENOIR, NC 28645",Caldwell,821,2024,,,2224.0,,,,,,,,35.945974,-81.52998,False
825,Wake Forest University,55-R-0001,Class R - Research Facility,Active,,Medical Center Blvd,,"Winston Salem, NC 27157",Forsyth,825,2024,,12.0,,95.0,106.0,933.0,55.0,202.0,,,36.027482,-80.20728,True
826,University Of North Carolina (@ CHAPEL HILL),55-R-0004,Class R - Research Facility,Active,,312 SOUTH BUILDING CB#4000,,"CHAPEL HILL, NC 27599",Orange,826,2024,203.0,,,39.0,77.0,8.0,,57.0,,,36.05251,-79.107692,False
832,University of Alabama at Birmingham,64-R-0004,Class R - Research Facility,Active,,720 ADMINISTRATION BLDG,1530 3RD AVENUE SOUTH,"BIRMINGHAM, AL 35294",Jefferson,832,2024,,,,153.0,25.0,25.0,,207.0,,,33.544622,-86.929208,False
833,Auburn University,64-R-0005,Class R - Research Facility,Active,,Office of Vice Pres for research,202 Samford Hall,"Auburn, AL 36849",Lee,833,2024,38.0,52.0,,,,,10.0,74.0,174.0,,32.592036,-85.518913,False
834,University of Alabama,64-R-0009,Class R - Research Facility,Active,,358 ROSE ADMINISTRATION,BOX 870127,"TUSCALOOSA, AL 35487",Tuscaloosa,834,2024,,,,,,,,,,,33.307222,-87.585902,False
835,Southern Biotechnology Associates Inc,64-R-0018,Class R - Research Facility,Active,,PO Box 26221,,"Birmingham, AL 35260",Jefferson,835,2024,,,,,63.0,,,,138.0,,33.456412,-86.801904,False
837,Mississippi State University,65-R-0002,Class R - Research Facility,Active,,PO BOX 6343,301 Research Blvd,"MISSISSIPPI STATE, MS 39762",Oktibbeha,837,2024,38.0,,,,,,11.0,,117.0,,33.452779,-88.79522,False
839,University Of Mississippi,65-R-0001,Class R - Research Facility,Active,,Vice Chancellor for Research & Sponsored Programs,100 Barr Hall,"UNIVERSITY, MS 38677",Lafayette,839,2024,,,,,,,,,,,34.365411,-89.53718,False
841,University Of Tennessee - Memphis,63-R-0107,Class R - Research Facility,Active,,Office of Animal Care and use,910 Madison avenue Suite 650,"MEMPHIS, TN 38163",Shelby,841,2024,,,,46.0,62.0,12.0,,,,,35.201738,-89.971538,False
842,North Carolina State University,55-R-0005,Class R - Research Facility,Active,,CAMPUS BOX 7514,,"RALEIGH, NC 27695",Wake,842,2024,41.0,48.0,18.0,,17.0,,36.0,392.0,312.0,,35.797692,-78.625265,True
843,Univ Of Tennessee Knoxville Off Lab An Care,63-R-0105,Class R - Research Facility,Active,,2415 Fletcher Luck Lane,Third Creek Building,"KNOXVILLE, TN 37996",Knox,843,2024,27.0,,,443.0,15.0,,12.0,64.0,241.0,,35.947064,-83.938485,False
844,University Of Mississippi Medical Center,65-R-0102,Class R - Research Facility,Active,,2500 N. STATE STREET,,"JACKSON, MS 39216",Hinds,844,2024,,,8.0,,98.0,111.0,,,,,32.328566,-90.175626,True
845,St Jude Childrens Research Hospital,63-R-0007,Class R - Research Facility,Active,,262 DANNY THOMAS PLACE,,"MEMPHIS, TN 38105",Shelby,845,2024,,,,116.0,22.0,,,,,,35.154349,-90.043623,False
846,Columbia State Community College,63-R-0014,Class R - Research Facility,Active,,1665 Hampshire Pike,,"Columbia, TN 38401",Maury,846,2024,,,,,1.0,,,,5.0,,35.618368,-87.101449,False
847,Lincoln Memorial University,63-R-0019,Class R - Research Facility,Active,,6965 CUMBERLAND GAP PKWY,,"HARROGATE, TN 37752",Claiborne,847,2024,198.0,39.0,,,,,,,97.0,,36.576211,-83.65494,False
851,Meharry Medical College (ANIMAL CARE FACILITY),63-R-0002,Class R - Research Facility,Active,,"1005 D.B. TODD JR BOULEVARD, ANI CARE FAC",,"NASHVILLE, TN 37208",Davidson,851,2024,,,,,,,,,,,36.174256,-86.810198,False
852,University of Memphis,63-R-0006,Class R - Research Facility,Active,,Executive Vice President for Research & Innovation,365 Innovation Drive,"MEMPHIS, TN 38152",Shelby,852,2024,,,,176.0,,,,,,,35.070845,-89.877447,False
853,East Tennessee State University,63-R-0011,Class R - Research Facility,Active,,P.O. BOX 70418,,"JOHNSON CITY, TN 37614",Washington,853,2024,,,,,,,,,,,36.330485,-82.317625,False
854,University Of South Alabama (COLLEGE OF MEDICINE),64-R-0008,Class R - Research Facility,Active,,DEPT OF COMPARATIVE MEDICINE,992 MSB,"MOBILE, AL 36688",Mobile,854,2024,,,19.0,,2.0,,,,,,30.696158,-88.182099,False
857,Tuskegee University,64-R-0002,Class R - Research Facility,Active,,101 Chappie James Center,,"TUSKEGEE, AL 36088",Macon,857,2024,,,,,,,,,116.0,,32.4404,-85.666216,False
859,University of Florida,58-R-0003,Class R - Research Facility,Active,,P.O. BOX 115500,,"GAINESVILLE, FL 32611",Alachua,859,2024,722.0,352.0,,,,,18.0,59.0,306.0,,29.648993,-82.324515,False
860,MURRAY STATE UNIVERSITY,61-R-0008,Class R - Research Facility,Active,,328 WELLS HALL,,"MURRAY, KY 42071",Calloway,860,2024,29.0,34.0,,,,,,20.0,86.0,,36.626127,-88.327283,False
862,Central Carolina Community College,55-R-0019,Class R - Research Facility,Active,,1105 KELLY DRIVE,,"SANFORD, NC 27330",Lee,862,2024,31.0,27.0,,,,,,,8.0,,35.471872,-79.143541,False
863,Duke University,55-R-0003,Class R - Research Facility,Active,,Office Of Animal Welfare Assurance,2424 Erwin Rd Ste 606,"Durham, NC 27705",Durham,863,2024,23.0,,,282.0,319.0,188.0,,276.0,,,36.025937,-78.978858,True
868,The Mannheimer Foundation Inc,58-R-0021,Class R - Research Facility,Active,,20255 S W 360 STREET,,"HOMESTEAD, FL 33034",Miami-Dade,868,2024,,,,,,323.0,,,,,25.433635,-80.519399,False
871,Mount Sinai Medical Center (Harry Pearlman Biomedical Research Institute),58-R-0005,Class R - Research Facility,Active,,4300 ALTON RD.,,"MIAMI BEACH, FL 33140",Miami-Dade,871,2024,,,,,,,20.0,22.0,,,25.815456,-80.138213,False
872,University Of Miami,58-R-0007,Class R - Research Facility,Active,,U OF MIAMI SCHOOL OF MED (R64),P.O. BOX 016960,"MIAMI, FL 33101",Miami-Dade,872,2024,,,,4.0,,11.0,,221.0,2.0,,25.779298,-80.198739,False
873,Florida State University,58-R-0001,Class R - Research Facility,Active,,107 Chieftan Way,LAB ANML RSCS 101 BIOMED RSCH FAC,"TALLAHASSEE, FL 32306",Leon,873,2024,,,,,,,,,,,30.444385,-84.301865,True
874,Florida A&M University,58-R-0012,Class R - Research Facility,Active,,1700 LEE HALL DR,410 FOOTE HILYER ADMIN CTR,"TALLAHASSEE, FL 32307",Leon,874,2024,,,,,,,,,,,30.425762,-84.282926,False
875,University of Central Florida,58-R-0174,Class R - Research Facility,Active,,6900 Lake Nona Blvd.,,"Orlando, FL 32827",Orange,875,2024,,,,,,,,,,,28.368884,-81.280908,False
878,Southern Research Institute,64-R-0001,Class R - Research Facility,Active,,2000 NINTH AVENUE SOUTH,P.O. BOX 55305,"BIRMINGHAM, AL 35255",Jefferson,878,2024,6.0,,,302.0,,121.0,,,,,33.503706,-86.79734,False
883,Morehouse School Of Medicine,57-R-0124,Class R - Research Facility,Active,,720 WESTVIEW DRIVE SW,,"ATLANTA, GA 30310",Fulton,883,2024,,,,,,,,,,,33.742829,-84.411823,False
884,TRS Labs Inc,57-R-0015,Class R - Research Facility,Active,,PO Box 168,,"Watkinsville, GA 30677",Oconee,884,2024,613.0,38.0,,,,,,,,,33.8629,-83.40877,False
885,Fort Valley State University,57-R-0017,Class R - Research Facility,Active,,PO BOX 4370,DEPARTMENT OF VETERINARY SCIENCE,"FORT VALLEY, GA 31030",Peach,885,2024,6.0,9.0,7.0,,4.0,,,,11.0,,32.560698,-83.854528,False
888,Morehead State University,61-R-0004,Class R - Research Facility,Active,,901 GINGER HALL,,"MOREHEAD, KY 40351",Rowan,888,2024,110.0,55.0,,,14.0,,40.0,200.0,160.0,,38.210471,-83.42039,False
891,Georgia Institute of Technology,57-R-0010,Class R - Research Facility,Active,,"Office of Research Integrity Assurance, 926 Dalney St NW",,"ATLANTA, GA 30332",Fulton,891,2024,,6.0,2.0,,36.0,,,,,,33.779761,-84.400432,True
895,Augusta University,57-R-0002,Class R - Research Facility,Active,,1120 15th St,CJ-1036,"Augusta, GA 30912",Richmond,895,2024,,,,,3.0,10.0,,12.0,,,33.470272,-81.987862,False
896,Emory University,57-R-0003,Class R - Research Facility,Active,,IACUC Administration 1599 Clifton Road NE - 4th Floor. Mailstop: 1599-001-1BE,,"Atlanta, GA 30332",DeKalb,896,2024,,,315.0,269.0,,1732.0,,168.0,,,33.799798,-84.324146,True
897,University Of Louisville,61-R-0001,Class R - Research Facility,Active,,511 S Floyd St Research Resources,,"LOUISVILLE, KY 40202",Jefferson,897,2024,,,80.0,319.0,54.0,,2.0,220.0,,,38.249663,-85.748699,True
898,University Of Kentucky,61-R-0002,Class R - Research Facility,Active,,OFFICE OF THE ATTENDING VETERINARIAN,"445 BOWMAN HALL, 151 WASHINGTON AVE","LEXINGTON, KY 40506",Fayette,898,2024,50.0,,,,,64.0,7.0,12.0,,,38.028302,-84.50314,True
900,University of Georgia,57-R-0005,Class R - Research Facility,Active,,212 TUCKER HALL,310 EAST CAMPUS ROAD,"ATHENS, GA 30602",Clarke,900,2024,94.0,99.0,,581.0,42.0,104.0,,663.0,195.0,,33.944542,-83.372937,True
901,University Of South Carolina (At Columbia),56-R-0003,Class R - Research Facility,Active,,OFFICE OF RESEARCH COMPLIANCE,,"COLUMBIA, SC 29208",Richland,901,2024,20.0,,,,,,,,,,33.998133,-81.028152,False
902,Tri-County Technical College,56-R-0004,Class R - Research Facility,Active,,VETERINARY TECHOLOGY DEPT,"7900 HWY 76, PO BOX 587","PENDLETON, SC 29670",Anderson,902,2024,,,2.0,,12.0,,,,,,34.65177,-82.78375,False
903,Benedict College,56-R-0114,Class R - Research Facility,Active,,DEPARTMENT OF BIOLOGY,1600 HARDEN STREET,"COLUMBIA, SC 29204",Richland,903,2024,,,,22.0,,,,,,,34.029148,-81.002526,False
905,Alpha Genesis Inc,56-R-0105,Class R - Research Facility,Active,,95 CASTLE HALL RD,,"YEMASSEE, SC 29945",Beaufort,905,2024,,,,,,431.0,,,,,32.68084,-80.841969,False
907,Georgia State University,57-R-0012,Class R - Research Facility,Active,,58 EDGEWOOD AVENUE NE,,"ATL, GA 30303",Fulton,907,2024,,,,2422.0,,42.0,,,,,33.754744,-84.387019,True
908,Florida Atlantic University,58-R-0170,Class R - Research Facility,Active,,Davie Campus West,3200 College Avenue,"Davie, FL 33314",Broward,908,2024,,,,,,,,,,,26.066689,-80.232021,False
909,Mote Marine Laboratory,58-R-0041,Class R - Research Facility,Active,,1600 Ken Thompson Parkway,,"Sarasota, FL 34236",Sarasota,909,2024,,,,,,,,,,,27.332937,-82.578253,False
910,Mercer University,57-R-0004,Class R - Research Facility,Active,,1501 MERCER UNIVERSITY DRIVE,,"MACON, GA 31207",Jones,910,2024,,,,,12.0,,,,,,32.831607,-83.652548,False
914,St Petersburg College,58-R-0023,Class R - Research Facility,Active,,12376 ULMERTON ROAD,,"LARGO, FL 33774",Pinellas,914,2024,194.0,210.0,,,58.0,,,,,,27.88859,-82.810099,False
925,Medical University of South Carolina,56-R-0001,Class R - Research Facility,Active,,DIV OF LAB ANIMAL RES/DEPT OF COMPARATIVE MEDICINE,"114 DOUGHTY STREET, MSC 777","CHARLESTON, SC 29425",Charleston,925,2024,,,6.0,,3.0,,,51.0,,,32.786176,-79.94711,False
926,Clemson University (Godley Snell Research Center),56-R-0002,Class R - Research Facility,Active,,"391 College Ave, Suite 406",,"Clemson, SC 29631",Pickens,926,2024,,,,,,,,31.0,38.0,,34.684303,-82.837749,False
928,Blue Ridge Kennel,64-R-0102,Class R - Research Facility,Active,,P.O. Box 1207,,"Wetumpka, AL 36092",Elmore,928,2024,104.0,,,,,,,,,,32.592659,-86.215304,False
930,University Of South Florida,58-R-0015,Class R - Research Facility,Active,,12901 BRUCE B DOWNS BLVD MDC 20,,"TAMPA, FL 33612",Hillsborough,930,2024,,,32.0,43.0,13.0,,,78.0,,,28.064957,-82.424912,False
